"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"chr1-236005484-236005904",0.00240764570308878,0.636407211422435,0.167,0.01,1,"DC","chr1-236005484-236005904"
"chr2-208006041-208006478",0.00241175104525321,0.634239861702272,0.167,0.012,1,"DC","chr2-208006041-208006478"
"chr14-103382928-1033848101",0.00242075818918676,0.619281388339996,0.222,0.032,1,"DC","chr14-103382928-103384810"
"chr12-67294928-67295389",0.00242277220397992,0.62374922325546,0.167,0.012,1,"DC","chr12-67294928-67295389"
"chr17-46823659-46824031",0.00242356657927139,0.606183024495035,0.111,0.005,1,"DC","chr17-46823659-46824031"
"chr10-11704511-11704937",0.00243289451851245,0.640128826836617,0.167,0.01,1,"DC","chr10-11704511-11704937"
"chr13-81016133-81016476",0.00243542247101103,0.627491005404308,0.167,0.009,1,"DC","chr13-81016133-81016476"
"chr12-123144087-123144533",0.00243613053261977,0.623280437700835,0.167,0.011,1,"DC","chr12-123144087-123144533"
"chr11-60699298-607005971",0.00244650462882692,0.631816849618522,0.222,0.02,1,"DC","chr11-60699298-60700597"
"chr4-144298769-144299168",0.00246303517648257,0.625044482628138,0.167,0.01,1,"DC","chr4-144298769-144299168"
"chrX-102653422-102653750",0.00246539318027385,0.62587498864594,0.167,0.007,1,"DC","chrX-102653422-102653750"
"chr11-118709513-118710008",0.00246816595331685,0.624269936618502,0.167,0.013,1,"DC","chr11-118709513-118710008"
"chr1-179057814-179058534",0.00246945348148819,0.602972190753036,0.389,0.065,1,"DC","chr1-179057814-179058534"
"chr7-140346628-140347282",0.00248727559524169,0.630754340605914,0.222,0.022,1,"DC","chr7-140346628-140347282"
"chr1-24807426-24808999",0.00249818409448284,0.560121810893166,0.389,0.088,1,"DC","chr1-24807426-24808999"
"chr2-231312361-2313134181",0.00250919406280323,0.618437212160378,0.333,0.045,1,"DC","chr2-231312361-231313418"
"chr6-5723888-5725045",0.00252117770228839,0.548473461467353,0.5,0.122,1,"DC","chr6-5723888-5725045"
"chr3-195820116-195820643",0.00252966986236774,0.64073098327614,0.222,0.022,1,"DC","chr3-195820116-195820643"
"chr13-43975569-43975758",0.00253234324552887,0.587208926293674,0.111,0.003,1,"DC","chr13-43975569-43975758"
"chr15-57576620-57577167",0.00254216698642326,0.625866166066938,0.167,0.011,1,"DC","chr15-57576620-57577167"
"chr9-112910534-112911475",0.00255643757128203,0.639083313949561,0.222,0.022,1,"DC","chr9-112910534-112911475"
"chr3-185870374-185871290",0.00255744122321194,0.610653623049781,0.333,0.056,1,"DC","chr3-185870374-185871290"
"chr13-100026816-1000289291",0.00255785367622214,0.561301295665622,0.5,0.103,1,"DC","chr13-100026816-100028929"
"chr6-33165115-33165921",0.00256073067716272,0.612946843101309,0.278,0.043,1,"DC","chr6-33165115-33165921"
"chr17-36126977-36127373",0.00256429661300598,0.62424259895288,0.167,0.008,1,"DC","chr17-36126977-36127373"
"chr6-135973070-135973526",0.00256931984807313,0.604392271852842,0.167,0.01,1,"DC","chr6-135973070-135973526"
"chr10-50568182-50568625",0.00257096300718109,0.626566684400688,0.167,0.011,1,"DC","chr10-50568182-50568625"
"chr10-70845830-70846355",0.00257639101837169,0.619523265472376,0.222,0.022,1,"DC","chr10-70845830-70846355"
"chr4-323559-3242881",0.00259075289473275,0.620302978856555,0.222,0.026,1,"DC","chr4-323559-324288"
"chr6-14271109-14271800",0.00259290614292665,0.627682038612244,0.222,0.025,1,"DC","chr6-14271109-14271800"
"chr11-119497644-119498001",0.00259414750189601,0.642767512650701,0.167,0.009,1,"DC","chr11-119497644-119498001"
"chr2-25013961-25014244",0.00259474069561491,0.596053551067322,0.111,0.005,1,"DC","chr2-25013961-25014244"
"chr7-37287457-37287941",0.00260817128470724,0.627912229360436,0.167,0.013,1,"DC","chr7-37287457-37287941"
"chr16-88079294-880801611",0.00261248133720504,0.620586425939995,0.333,0.047,1,"DC","chr16-88079294-88080161"
"chr1-229714502-229715191",0.00261357777639375,0.627731119836201,0.222,0.021,1,"DC","chr1-229714502-229715191"
"chr6-127687342-127687965",0.00263174391900579,0.634486277734336,0.222,0.02,1,"DC","chr6-127687342-127687965"
"chr5-157026493-157027022",0.00263463380336463,0.616393032548838,0.167,0.015,1,"DC","chr5-157026493-157027022"
"chr7-82792009-82792342",0.00264977519211465,0.572710886381031,0.111,0.003,1,"DC","chr7-82792009-82792342"
"chr1-48710645-48711404",0.00265113121954974,0.60613578268363,0.389,0.059,1,"DC","chr1-48710645-48711404"
"chr19-38500399-38500748",0.00265359666215267,0.599657050935593,0.111,0.004,1,"DC","chr19-38500399-38500748"
"chrX-9498725-9499250",0.00265836503184846,0.618457418476049,0.167,0.013,1,"DC","chrX-9498725-9499250"
"chr18-9673077-96739431",0.00266224420261063,0.602321366159514,0.389,0.063,1,"DC","chr18-9673077-9673943"
"chr7-66223367-662248431",0.00266935995361292,0.529706785368718,0.556,0.146,1,"DC","chr7-66223367-66224843"
"chr9-93563361-93565270",0.00267127086540956,0.557950040286909,0.444,0.111,1,"DC","chr9-93563361-93565270"
"chr5-180599980-180600977",0.00267313063297316,0.60202706111297,0.278,0.036,1,"DC","chr5-180599980-180600977"
"chr16-15497356-15499138",0.00269494605483979,0.621422410854381,0.333,0.043,1,"DC","chr16-15497356-15499138"
"chr10-72034557-72034747",0.00269792816909974,0.570252420783793,0.111,0.004,1,"DC","chr10-72034557-72034747"
"chr9-80811160-80811577",0.00270291806176021,0.635697345119409,0.167,0.011,1,"DC","chr9-80811160-80811577"
"chr1-174103084-174103298",0.00271266769523298,0.577848835485203,0.111,0.004,1,"DC","chr1-174103084-174103298"
"chr7-97847407-97847895",0.00272722694493286,0.614936156291527,0.167,0.01,1,"DC","chr7-97847407-97847895"
"chr16-81854677-818558341",0.0027368129227154,0.615864591502457,0.222,0.022,1,"DC","chr16-81854677-81855834"
"chr1-8532665-8533088",0.00274778711773216,0.603783199249168,0.111,0.006,1,"DC","chr1-8532665-8533088"
"chr19-7409722-74117241",0.00275047357771116,0.569927544525128,0.333,0.06,1,"DC","chr19-7409722-7411724"
"chr20-31996645-319975301",0.00277916305053345,0.620180869907151,0.222,0.02,1,"DC","chr20-31996645-31997530"
"chr21-30676714-30677284",0.0027801490986166,0.62168694516113,0.167,0.01,1,"DC","chr21-30676714-30677284"
"chr3-182936584-182937029",0.0027901246887375,0.643469897778875,0.167,0.01,1,"DC","chr3-182936584-182937029"
"chr4-124570512-124570781",0.00279027183064945,0.585285869855626,0.111,0.004,1,"DC","chr4-124570512-124570781"
"chr16-27311047-27311667",0.00279847186836872,0.619095407192648,0.333,0.042,1,"DC","chr16-27311047-27311667"
"chr6-31694801-31696050",0.00281128742747572,0.556643249790823,0.444,0.108,1,"DC","chr6-31694801-31696050"
"chr5-176328507-176329284",0.00283340069731013,0.620877687451985,0.278,0.034,1,"DC","chr5-176328507-176329284"
"chr9-84742878-847433601",0.00283848490723522,0.650074537680598,0.167,0.01,1,"DC","chr9-84742878-84743360"
"chr3-98259247-98259624",0.00284304358482421,0.609003463295961,0.167,0.009,1,"DC","chr3-98259247-98259624"
"chr4-2463929-2465037",0.00285108433117462,0.548250337248673,0.444,0.09,1,"DC","chr4-2463929-2465037"
"chr21-46285380-46286135",0.00285969932215163,0.61415695959259,0.278,0.041,1,"DC","chr21-46285380-46286135"
"chr10-21483365-21483889",0.00286922949727064,0.62063207057442,0.222,0.019,1,"DC","chr10-21483365-21483889"
"chr9-136810332-1368116371",0.00287524674415867,0.618166738063325,0.222,0.022,1,"DC","chr9-136810332-136811637"
"chr11-76389088-76389839",0.00288105842027042,0.627521361372355,0.222,0.022,1,"DC","chr11-76389088-76389839"
"chr15-70327944-70328472",0.00288566474871993,0.618691466522794,0.222,0.021,1,"DC","chr15-70327944-70328472"
"chr20-44736899-44737542",0.00288987919376715,0.613990809943095,0.278,0.038,1,"DC","chr20-44736899-44737542"
"chr1-207587849-207588637",0.0028960799958055,0.607890421238918,0.222,0.022,1,"DC","chr1-207587849-207588637"
"chr15-89184601-89185427",0.00289611481194294,0.621173737718962,0.278,0.032,1,"DC","chr15-89184601-89185427"
"chr8-96240424-962409061",0.00289792479986837,0.633966605331579,0.167,0.011,1,"DC","chr8-96240424-96240906"
"chr22-37975898-37976575",0.00289879599020775,0.608500736704884,0.278,0.036,1,"DC","chr22-37975898-37976575"
"chr2-60666229-60667252",0.00290385565372095,0.556613344189243,0.556,0.109,1,"DC","chr2-60666229-60667252"
"chr12-133076546-133077648",0.00292387411384799,0.616025250453781,0.167,0.014,1,"DC","chr12-133076546-133077648"
"chr1-22192215-221930421",0.00292474981212161,0.628245226942323,0.222,0.02,1,"DC","chr1-22192215-22193042"
"chr4-3332462-3332682",0.00292922146011727,0.597731466574074,0.111,0.004,1,"DC","chr4-3332462-3332682"
"chr6-149188094-149188281",0.00293349813789944,0.593159630168061,0.111,0.004,1,"DC","chr6-149188094-149188281"
"chr7-74031643-74032228",0.00294379609179139,0.631482099220301,0.222,0.021,1,"DC","chr7-74031643-74032228"
"chr3-45588481-45590068",0.0029456968660706,0.612622639987547,0.278,0.04,1,"DC","chr3-45588481-45590068"
"chr10-91110575-91111000",0.00294704314981208,0.613107150410897,0.167,0.011,1,"DC","chr10-91110575-91111000"
"chr2-175615387-175616317",0.0029481862474968,0.607121568436885,0.278,0.035,1,"DC","chr2-175615387-175616317"
"chr14-105126396-1051274451",0.00295766936686233,0.626618902219346,0.222,0.021,1,"DC","chr14-105126396-105127445"
"chr1-120594564-120594955",0.00295788607909821,0.623842956671365,0.167,0.013,1,"DC","chr1-120594564-120594955"
"chr16-89033703-890351331",0.00296175824857211,0.612078709241687,0.278,0.035,1,"DC","chr16-89033703-89035133"
"chr5-50148661-50149590",0.00296784119159112,0.595408076310918,0.333,0.055,1,"DC","chr5-50148661-50149590"
"chr17-63150935-63151626",0.00296985290839793,0.621420804314122,0.167,0.009,1,"DC","chr17-63150935-63151626"
"chr1-159798552-159799474",0.00298799498119173,0.589776028470876,0.389,0.068,1,"DC","chr1-159798552-159799474"
"chr22-24536079-24537913",0.00299336767084942,0.593821469490398,0.333,0.05,1,"DC","chr22-24536079-24537913"
"chr10-126753152-126754182",0.00301002782803424,0.612341884421582,0.278,0.033,1,"DC","chr10-126753152-126754182"
"chr17-48867886-48868353",0.00301832166571343,0.618820378958781,0.167,0.012,1,"DC","chr17-48867886-48868353"
"chr17-73751391-73752654",0.00302176918706814,0.593293309443517,0.222,0.021,1,"DC","chr17-73751391-73752654"
"chr13-100157995-100159488",0.00302900418306427,0.600229392570651,0.278,0.039,1,"DC","chr13-100157995-100159488"
"chr17-18259897-18260288",0.00304735724654217,0.607771020386205,0.167,0.01,1,"DC","chr17-18259897-18260288"
"chr22-46689448-46689894",0.00305736369620739,0.605770876444164,0.167,0.008,1,"DC","chr22-46689448-46689894"
"chr19-40458960-40460122",0.00305773743676882,0.5631399538394,0.389,0.073,1,"DC","chr19-40458960-40460122"
"chr6-47276464-47278057",0.00308265859155992,0.527261281872012,0.556,0.129,1,"DC","chr6-47276464-47278057"
"chr17-9943872-9944269",0.00308806238149044,0.609502435348625,0.167,0.007,1,"DC","chr17-9943872-9944269"
"chr16-24084002-24084497",0.00309730980741501,0.605959478657649,0.167,0.011,1,"DC","chr16-24084002-24084497"
"chr1-199369226-199369898",0.00309805763192982,0.612450191763508,0.167,0.01,1,"DC","chr1-199369226-199369898"
"chr3-82178608-82179707",0.00310015981191754,0.608795960085531,0.333,0.049,1,"DC","chr3-82178608-82179707"
"chr1-178550384-1785509081",0.00310045592278291,0.625404957702297,0.222,0.013,1,"DC","chr1-178550384-178550908"
"chr15-74688592-746901641",0.00311071620178116,0.607953817217188,0.333,0.047,1,"DC","chr15-74688592-74690164"
"chr6-149293528-1492940541",0.00311131606889248,0.626319660111074,0.167,0.011,1,"DC","chr6-149293528-149294054"
"chr13-27131493-27132021",0.00311465026846661,0.608879152154955,0.167,0.012,1,"DC","chr13-27131493-27132021"
"chr9-127052182-127054649",0.0031227440460035,0.605191943295736,0.389,0.056,1,"DC","chr9-127052182-127054649"
"chr15-65189311-65190184",0.00312678102063197,0.608696978482887,0.278,0.036,1,"DC","chr15-65189311-65190184"
"chr1-110554033-1105552001",0.00312745891979551,0.578004041492429,0.389,0.077,1,"DC","chr1-110554033-110555200"
"chr4-119786281-119786637",0.00313458789611428,0.574191982005773,0.111,0.007,1,"DC","chr4-119786281-119786637"
"chr5-112131779-112132012",0.0031369866123338,0.569164994990612,0.111,0.003,1,"DC","chr5-112131779-112132012"
"chr12-5153003-5153246",0.00314261990132925,0.571136378414468,0.111,0.003,1,"DC","chr12-5153003-5153246"
"chr3-24535520-24537382",0.00315340689810891,0.601109333981973,0.333,0.053,1,"DC","chr3-24535520-24537382"
"chr21-45626333-456284801",0.00315761894749634,0.505197846343292,0.556,0.157,1,"DC","chr21-45626333-45628480"
"chr17-71128291-711287971",0.00315856714231696,0.610410598484887,0.167,0.013,1,"DC","chr17-71128291-71128797"
"chr11-68823213-688242301",0.00316419228761465,0.58421266636765,0.444,0.08,1,"DC","chr11-68823213-68824230"
"chr5-112183732-112184491",0.0031723236303761,0.606677624824026,0.278,0.035,1,"DC","chr5-112183732-112184491"
"chr8-121869350-121870296",0.00317696882383524,0.608189468877013,0.222,0.027,1,"DC","chr8-121869350-121870296"
"chr10-81957692-81958400",0.00318068422625157,0.602934967481067,0.167,0.013,1,"DC","chr10-81957692-81958400"
"chr10-22794864-22795617",0.00318514218101962,0.603690228165595,0.222,0.021,1,"DC","chr10-22794864-22795617"
"chr5-138513656-138514451",0.00319270520819032,0.631948424360314,0.278,0.026,1,"DC","chr5-138513656-138514451"
"chr5-89427743-89427913",0.00319925189247013,0.571877965002374,0.111,0.003,1,"DC","chr5-89427743-89427913"
"chr8-12444828-12445638",0.00320909943319354,0.595648486188179,0.167,0.009,1,"DC","chr8-12444828-12445638"
"chr4-156679631-156681464",0.00321624992546242,0.524999524902961,0.556,0.141,1,"DC","chr4-156679631-156681464"
"chr3-63907417-63908546",0.00323621701988319,0.602903493805453,0.333,0.054,1,"DC","chr3-63907417-63908546"
"chr9-125987521-125988134",0.00324698250321258,0.625752060697035,0.222,0.019,1,"DC","chr9-125987521-125988134"
"chr12-132549259-132550073",0.00325254000143406,0.614771513472617,0.167,0.013,1,"DC","chr12-132549259-132550073"
"chr1-8772445-8773223",0.0032599125851579,0.608911657805859,0.222,0.026,1,"DC","chr1-8772445-8773223"
"chr3-16564425-16564611",0.00326113954268228,0.596087377228926,0.111,0.003,1,"DC","chr3-16564425-16564611"
"chr15-75404592-75405939",0.00327976930112788,0.558676389705002,0.5,0.094,1,"DC","chr15-75404592-75405939"
"chr6-159136512-159137621",0.00328655968110042,0.609534316962286,0.333,0.055,1,"DC","chr6-159136512-159137621"
"chr7-3017658-30207741",0.00328749784274985,0.575425235854902,0.389,0.075,1,"DC","chr7-3017658-3020774"
"chr17-43502822-43503524",0.00330224056820561,0.616521942890588,0.222,0.02,1,"DC","chr17-43502822-43503524"
"chr10-897791-898270",0.00330475200757614,0.596967411567057,0.167,0.01,1,"DC","chr10-897791-898270"
"chr5-102097689-102098329",0.00330866647600068,0.581400545081034,0.167,0.011,1,"DC","chr5-102097689-102098329"
"chr19-16700965-16701115",0.0033354416995943,0.557556234340639,0.111,0.003,1,"DC","chr19-16700965-16701115"
"chr16-85342145-85345350",0.00334560426612007,0.551586198661177,0.5,0.106,1,"DC","chr16-85342145-85345350"
"chr2-73312508-73313409",0.00334569678179316,0.584223270024063,0.278,0.048,1,"DC","chr2-73312508-73313409"
"chr14-77295314-77295720",0.00335112520759407,0.612297203378688,0.167,0.008,1,"DC","chr14-77295314-77295720"
"chr9-14688175-146885661",0.00337025898740262,0.608154526925591,0.167,0.011,1,"DC","chr9-14688175-14688566"
"chr1-108439705-108440594",0.00340106831330039,0.60748134367425,0.222,0.027,1,"DC","chr1-108439705-108440594"
"chr15-74694634-746967931",0.00340717636209776,0.568845524943509,0.333,0.055,1,"DC","chr15-74694634-74696793"
"chr17-53522323-53522719",0.00341168160647291,0.609995258120653,0.167,0.009,1,"DC","chr17-53522323-53522719"
"chr4-79550399-79550851",0.00341721414331566,0.6120746771397,0.167,0.012,1,"DC","chr4-79550399-79550851"
"chr6-28336282-28336777",0.00342238626460335,0.617033227820235,0.222,0.021,1,"DC","chr6-28336282-28336777"
"chr2-37603395-37604653",0.00348117458313023,0.605627237196714,0.222,0.027,1,"DC","chr2-37603395-37604653"
"chr2-99104134-99105280",0.00348550151052649,0.604175399481282,0.278,0.036,1,"DC","chr2-99104134-99105280"
"chr6-137415421-137416099",0.0034855524605473,0.593844157296904,0.222,0.022,1,"DC","chr6-137415421-137416099"
"chr12-14515191-145158101",0.00348943658801141,0.61794208241062,0.222,0.017,1,"DC","chr12-14515191-14515810"
"chr2-128507004-1285076721",0.003503033419073,0.60719975761353,0.222,0.022,1,"DC","chr2-128507004-128507672"
"chr7-17015332-17015739",0.00350809640409693,0.613556266355303,0.167,0.012,1,"DC","chr7-17015332-17015739"
"chr11-130731602-130732466",0.00351007141057966,0.570537549649608,0.333,0.056,1,"DC","chr11-130731602-130732466"
"chr4-26357740-26358050",0.00353074103681396,0.573407041689707,0.111,0.005,1,"DC","chr4-26357740-26358050"
"chr10-95475116-95475446",0.00353209829477531,0.59003847581242,0.111,0.005,1,"DC","chr10-95475116-95475446"
"chr11-83149514-83149822",0.00353461774040637,0.580625539422354,0.111,0.005,1,"DC","chr11-83149514-83149822"
"chr5-133268252-1332689671",0.0035598573400931,0.614954656680539,0.278,0.036,1,"DC","chr5-133268252-133268967"
"chr12-47706508-47706983",0.00357888758143404,0.606603972967314,0.167,0.012,1,"DC","chr12-47706508-47706983"
"chr14-68830220-68830944",0.00358255441979422,0.616690908844356,0.222,0.018,1,"DC","chr14-68830220-68830944"
"chr1-16575659-16575888",0.0035955294120857,0.55157981570533,0.111,0.003,1,"DC","chr1-16575659-16575888"
"chr5-130693147-130694337",0.00360280126760151,0.598644721879589,0.278,0.031,1,"DC","chr5-130693147-130694337"
"chr2-99105892-99106389",0.00360629379462386,0.608890151299707,0.167,0.014,1,"DC","chr2-99105892-99106389"
"chr1-8166762-8167329",0.00360764498280937,0.595761258100566,0.278,0.034,1,"DC","chr1-8166762-8167329"
"chr11-123134387-123135230",0.00361425644405181,0.599363643556268,0.167,0.017,1,"DC","chr11-123134387-123135230"
"chr6-31811117-31811367",0.00362007291548967,0.576037413706825,0.111,0.004,1,"DC","chr6-31811117-31811367"
"chrX-13717560-13717920",0.00363097080742737,0.607261911561191,0.167,0.009,1,"DC","chrX-13717560-13717920"
"chr17-17542848-17543524",0.00363213839410704,0.591813919627397,0.333,0.051,1,"DC","chr17-17542848-17543524"
"chr19-17941527-17942084",0.00365971655798581,0.587117517372512,0.167,0.013,1,"DC","chr19-17941527-17942084"
"chr12-11989002-11990086",0.00368668402421225,0.528203524885284,0.444,0.126,1,"DC","chr12-11989002-11990086"
"chr1-226556881-226557109",0.00368938179672686,0.570859025085964,0.111,0.004,1,"DC","chr1-226556881-226557109"
"chr15-52227917-52228319",0.0037026801568199,0.576283146901379,0.111,0.004,1,"DC","chr15-52227917-52228319"
"chr2-234288701-234289464",0.00370540622787439,0.594511098745253,0.167,0.011,1,"DC","chr2-234288701-234289464"
"chr4-39136825-39137379",0.00370554231217341,0.599255883010056,0.222,0.032,1,"DC","chr4-39136825-39137379"
